config,metric,point,ci_low,ci_high
embed_dim128,Median,0.9919084209250858,0.9856237600174417,0.9972886283215253
embed_dim128,IQM,0.9929675155597898,0.9833810336848607,0.998180486033008
embed_dim128,Mean,0.9919084209250858,0.9856237600174417,0.9972886283215253
embed_dim128,Optimality Gap,0.008091579074914201,0.0027113716784746833,0.014376239982558325
embed_dim16,Median,0.9837313749581339,0.9771288527444822,0.9919151443415224
embed_dim16,IQM,0.9816342068297711,0.975371401833642,0.9945371824281519
embed_dim16,Mean,0.9837313749581339,0.9771288527444822,0.9919151443415224
embed_dim16,Optimality Gap,0.016268625041866103,0.008084855658477608,0.022871147255517754
embed_dim32,Median,0.9806910717547922,0.9684199445736448,0.9929621989359395
embed_dim32,IQM,0.97955166380085,0.965709243341858,0.9976920406612665
embed_dim32,Mean,0.9806910717547922,0.9684199445736448,0.9929621989359395
embed_dim32,Optimality Gap,0.0193089282452078,0.007037801064060489,0.031580055426355225
embed_dim4,Median,0.9507974293046104,0.9318125406285072,0.9697823179807136
embed_dim4,IQM,0.9501378227540925,0.9261275260505482,0.9764227593919522
embed_dim4,Mean,0.9507974293046104,0.9318125406285072,0.9697823179807136
embed_dim4,Optimality Gap,0.04920257069538958,0.03021768201928643,0.06818745937149284
embed_dim64,Median,0.7867047180586354,0.3907720027589256,0.9943873460075983
embed_dim64,IQM,0.9778411967643924,0.3179533379315427,0.9974243845131475
embed_dim64,Mean,0.7867047180586354,0.3907720027589256,0.9943873460075983
embed_dim64,Optimality Gap,0.2132952819413646,0.005612653992401739,0.6092279972410743
embed_dim8,Median,0.9716534327264255,0.9500880762037991,0.9904703963557928
embed_dim8,IQM,0.9765135475745228,0.940571286703479,0.9939561019989731
embed_dim8,Mean,0.9716534327264255,0.9500880762037991,0.9904703963557928
embed_dim8,Optimality Gap,0.02834656727357454,0.009529603644207185,0.04991192379620091
