config_x,config_y,p_improvement,ci_low,ci_high
embed_dim128,embed_dim64,0.45333333333333337,0.26666666666666666,0.6533333333333333
embed_dim16,embed_dim64,0.30666666666666664,0.13333333333333333,0.5333333333333333
embed_dim32,embed_dim64,0.37333333333333335,0.14666666666666667,0.6266666666666666
embed_dim4,embed_dim64,0.12000000000000001,0.0,0.26666666666666666
embed_dim8,embed_dim64,0.20000000000000004,0.059666666666666805,0.3536666666666664
