config_x,config_y,p_improvement,ci_low,ci_high
embed_dim128,embed_dim64,0.6,0.2,0.92
embed_dim16,embed_dim64,0.84,0.52,1.0
embed_dim32,embed_dim64,0.32,0.0,0.72
embed_dim4,embed_dim64,1.0,1.0,1.0
embed_dim8,embed_dim64,0.92,0.68,1.0
