variant,run,test_size,ep_reward,mean_pairwise_distance,max_pairwise_distance,distance_to_com,min_distance_to_evader,capture_time,ep_length,converged,train_size
embed_dim16,2,100,-77.4808880973328,,,,6.784652748493233,18.185185185185187,209.29,0.81,4
embed_dim16,3,4,-74.71132330276072,,,,2.611612551212311,168.52,168.52,1.0,4
embed_dim16,3,8,-332.4531246030331,,,,13.352824547290801,479.4761904761905,795.3,0.42,4
embed_dim16,3,16,-447.70779920846223,,,,21.91544414520264,650.4,1005.32,0.05,4
embed_dim16,3,32,-431.62129480434584,,,,23.064669620990752,22.0,993.94,0.03,4
embed_dim16,3,50,-372.981578372065,,,,20.668152928352356,37.142857142857146,885.84,0.14,4
embed_dim16,3,100,-123.25316195105202,,,,8.878679829414445,30.47887323943662,318.6,0.71,4
embed_dim16,4,4,-85.4341639570333,,,,2.5149927806854246,186.32,186.32,1.0,4
embed_dim16,4,8,-200.84473986424507,,,,4.509088754653931,376.7586206896552,460.9,0.87,4
embed_dim16,4,16,-398.4946391555667,,,,15.62046276807785,573.0,861.64,0.36,4
embed_dim16,4,32,-437.57077592894433,,,,18.08520977020264,824.0,988.0,0.18,4
embed_dim16,4,50,-422.7235478008166,,,,18.0228218126297,722.5833333333334,987.83,0.12,4
embed_dim16,4,100,-386.65574991142375,,,,17.170225856304167,500.6666666666667,945.5,0.15,4
embed_dim16,5,4,-74.33882024921012,,,,2.744441990852356,180.56,180.56,1.0,4
embed_dim16,5,8,-49.70475073130801,,,,3.025890510082245,189.07608695652175,255.87,0.92,4
embed_dim16,5,16,-40.55594197779894,,,,2.644687628746033,250.78125,281.71,0.96,4
embed_dim16,5,32,-35.49363553499803,,,,2.804661328792572,207.35164835164835,280.85,0.91,4
embed_dim16,5,50,-25.819658868834377,,,,2.622530584335327,214.17708333333334,246.57,0.96,4
embed_dim16,5,100,-14.826460218625144,,,,2.8451984362168745,130.53608247422682,157.34,0.97,4
embed_dim32,1,4,-103.80706535770558,,,,2.6651816725730897,226.7979797979798,234.77,0.99,4
embed_dim32,1,8,-91.7388388184458,,,,2.7974266314506533,309.7244897959184,324.01,0.98,4
embed_dim32,1,16,-65.21297372324392,,,,2.563319146633148,336.33,336.33,1.0,4
embed_dim32,1,32,-13.416876423512585,,,,2.9218846416473387,89.16,89.16,1.0,4
embed_dim32,1,50,-5.102205546731129,,,,2.9679474329948423,39.56,39.56,1.0,4
embed_dim32,1,100,-1.9088737001502887,,,,2.9683301043510437,18.84,18.84,1.0,4
embed_dim32,2,4,-79.7347646951396,,,,2.54666387796402,193.85,193.85,1.0,4
embed_dim32,2,8,-113.9460616534017,,,,2.5333685207366945,476.6354166666667,498.53,0.96,4
embed_dim32,2,16,-103.37518244106323,,,,2.9911642194998387,442.6818181818182,512.44,0.88,4
embed_dim32,2,32,-92.49442559504881,,,,3.791901090145111,401.86301369863014,569.84,0.73,4
embed_dim32,2,50,-63.09707543808967,,,,3.4282457419116086,375.51190476190476,479.27,0.84,4
embed_dim32,2,100,-16.71041340366006,,,,3.1197933745384216,137.85714285714286,155.58,0.98,4
embed_dim32,3,4,-134.36884909212588,,,,2.688823630809784,316.58,316.58,1.0,4
embed_dim32,3,8,-368.6488616510853,,,,16.30313719511032,497.0740740740741,881.73,0.27,4
embed_dim32,3,16,-440.6676371011883,,,,23.425241503715515,,1024.0,0.0,4
embed_dim32,3,32,-360.75688483629375,,,,20.996366198062898,101.18181818181819,922.49,0.11,4
embed_dim32,3,50,-205.91775432884694,,,,13.261466886997223,98.75,579.88,0.48,4
embed_dim32,3,100,-20.93624570504762,,,,3.775399298667908,44.416666666666664,83.6,0.96,4
embed_dim32,4,4,-134.79132111364976,,,,3.4205152344703675,279.1041666666667,308.9,0.96,4
embed_dim32,4,8,-289.2427446827665,,,,10.488575060367584,540.5283018867924,767.76,0.53,4
embed_dim32,4,16,-299.1425202549249,,,,15.931469068527221,658.8571428571429,998.44,0.07,4
embed_dim32,4,32,-56.570631665363905,,,,4.610389976501465,192.91860465116278,309.27,0.86,4
embed_dim32,4,50,-8.733342363778501,,,,2.9504561376571656,76.5,76.5,1.0,4
embed_dim32,4,100,-2.613110753353685,,,,2.951993785723291,28.24,28.24,1.0,4
embed_dim32,5,4,-247.4821055864915,,,,7.665429465770721,396.3150684931507,565.79,0.73,4
embed_dim32,5,8,-259.4982689864002,,,,10.553347787857057,471.2894736842105,813.97,0.38,4
embed_dim32,5,16,-135.0333812899515,,,,5.459289314746857,435.85135135135135,588.77,0.74,4
embed_dim32,5,32,-34.46666566103697,,,,3.1151226449012754,203.68,203.68,1.0,4
embed_dim32,5,50,-10.95384710664046,,,,3.1341098952293396,81.91,81.91,1.0,4
embed_dim32,5,100,-2.5021502027707174,,,,2.9955145710646502,24.36,24.36,1.0,4
embed_dim4,1,4,-302.0033800377324,,,,7.366868324279785,441.17721518987344,563.57,0.79,4
embed_dim4,1,8,-112.99788154477254,,,,2.7808036255836486,356.79,356.79,1.0,4
embed_dim4,1,16,-61.47237372368574,,,,2.6442222452163695,322.59183673469386,336.62,0.98,4
embed_dim4,1,32,-32.68186480823904,,,,2.725444009304047,230.31,230.31,1.0,4
embed_dim4,1,50,-12.46591059946455,,,,3.0111810823883673,99.32,99.32,1.0,4
embed_dim4,1,100,-3.0345583748910574,,,,2.9301953267569494,28.21,28.21,1.0,4
embed_dim4,2,4,-405.88341052724047,,,,11.594787738323213,527.5833333333334,726.15,0.6,4
embed_dim4,2,8,-155.65395940557121,,,,3.7824365496635437,361.2087912087912,420.86,0.91,4
embed_dim4,2,16,-60.22203732797876,,,,2.9316061830520628,237.2,237.2,1.0,4
embed_dim4,2,32,-15.669271485190839,,,,3.014556269645691,85.93,85.93,1.0,4
embed_dim4,2,50,-6.290159613820724,,,,2.9168414298934167,44.63,44.63,1.0,4
embed_dim4,2,100,-2.4729046024137644,,,,3.003780454096168,23.39,23.39,1.0,4
embed_dim4,3,4,-322.8525270169228,,,,10.886074185371399,,1024.0,0.0,4
embed_dim4,3,8,-349.7386477581039,,,,16.277100958824157,,1024.0,0.0,4
embed_dim4,3,16,-234.5552707798779,,,,10.687175102233887,453.25,909.85,0.2,4
embed_dim4,3,32,-74.42922890048008,,,,3.6676231813430786,321.15384615384613,384.41,0.91,4
embed_dim4,3,50,-9.224775577010586,,,,2.9370461893081665,65.0,65.0,1.0,4
embed_dim4,3,100,-2.9202502669091337,,,,2.910301721096039,27.41,27.41,1.0,4
embed_dim4,4,4,-147.23424368141218,,,,2.5576760005950927,304.53,304.53,1.0,4
embed_dim4,4,8,-135.671364853736,,,,5.698781449794769,210.38181818181818,576.51,0.55,4
embed_dim4,4,16,-144.91395049674438,,,,7.07195960521698,230.41860465116278,682.76,0.43,4
embed_dim4,4,32,-134.21052128536627,,,,6.478705682754517,405.1,714.55,0.5,4
embed_dim4,4,50,-127.9956223502569,,,,6.397097344398499,399.8775510204082,718.18,0.49,4
embed_dim4,4,100,-93.50009931512177,,,,5.4485215755424115,252.94736842105263,584.5,0.57,4
embed_dim4,5,4,-454.52477006204424,,,,15.722036890983581,616.8444444444444,840.78,0.45,4
embed_dim4,5,8,-139.03219658507035,,,,3.502127730846405,400.3020833333333,425.25,0.96,4
embed_dim4,5,16,-33.224577273763714,,,,2.994991211891174,164.81,164.81,1.0,4
embed_dim4,5,32,-12.223954000528902,,,,2.946960382461548,88.36,88.36,1.0,4
embed_dim4,5,50,-6.873673292500898,,,,3.006041634082794,56.17,56.17,1.0,4
embed_dim4,5,100,-2.66562050544424,,,,2.903861062526703,27.39,27.39,1.0,4
embed_dim64,1,4,-90.94223896477371,,,,2.516210188865662,230.47,230.47,1.0,4
embed_dim64,1,8,-82.90264287669211,,,,2.33591534614563,317.2,317.2,1.0,4
embed_dim64,1,16,-106.33545233763755,,,,2.379806225299835,489.37113402061857,505.41,0.97,4
embed_dim64,1,32,-73.67453910574316,,,,2.4512479972839354,481.6326530612245,492.48,0.98,4
embed_dim64,1,50,-52.84658572373912,,,,3.1499478960037233,341.6170212765957,382.56,0.94,4
embed_dim64,1,100,-10.111934259030969,,,,3.242216560029492,53.95918367346939,73.36,0.98,4
embed_dim64,2,4,-86.24537588513456,,,,2.611062836647034,187.65,187.65,1.0,4
embed_dim64,2,8,-61.52849003836513,,,,2.4498368072509766,216.46,216.46,1.0,4
embed_dim64,2,16,-260.24880950272086,,,,14.541483194828034,,1024.0,0.0,4
embed_dim64,2,32,-217.86242344098164,,,,11.450737347602844,29.933333333333334,874.89,0.15,4
embed_dim64,2,50,-160.41646465752274,,,,9.446798648834228,38.51282051282051,639.66,0.39,4
embed_dim64,2,100,-27.865213151406497,,,,3.9058803741378014,18.522222222222222,119.07,0.9,4
embed_dim64,3,4,-83.135556206326,,,,2.6240919399261475,206.02,206.02,1.0,4
embed_dim64,3,8,-267.9054153709486,,,,10.2483744597435,447.72222222222223,712.81,0.54,4
embed_dim64,3,16,-224.71239172384142,,,,9.068685901165008,648.2830188679245,824.87,0.53,4
embed_dim64,3,32,-110.60964592855424,,,,6.056589438915252,326.7586206896552,619.6,0.58,4
embed_dim64,3,50,-53.96064299302176,,,,4.1529118752479555,190.08,398.56,0.75,4
embed_dim64,3,100,-7.243066979721188,,,,3.1311475652636904,50.16161616161616,59.9,0.99,4
embed_dim64,4,4,-103.67190849088831,,,,2.9107544469833373,237.45454545454547,245.32,0.99,4
embed_dim64,4,8,-454.5902579644322,,,,23.479203062057493,,1024.0,0.0,4
embed_dim64,4,16,-262.05007229778914,,,,14.173495881557464,475.0,1013.02,0.02,4
embed_dim64,4,32,-67.40894405739382,,,,3.873043627738953,306.3103448275862,399.61,0.87,4
embed_dim64,4,50,-14.117359966705553,,,,2.9414850878715515,104.66,104.66,1.0,4
embed_dim64,4,100,-3.0790550636057743,,,,2.908020327789615,28.88,28.88,1.0,4
embed_dim64,5,4,-179.42397743068636,,,,4.009615561962128,459.1666666666667,515.65,0.9,4
embed_dim64,5,8,-233.54316551113502,,,,7.207596926689148,801.9166666666666,997.35,0.12,4
embed_dim64,5,16,-124.61319205746055,,,,4.323974142074585,518.3026315789474,639.67,0.76,4
embed_dim64,5,32,-46.166596693415194,,,,3.2330219864845278,299.96938775510205,314.45,0.98,4
embed_dim64,5,50,-22.517201811112464,,,,3.1106809973716736,201.84,201.84,1.0,4
embed_dim64,5,100,-7.723403804069385,,,,2.972262592315674,90.02,90.02,1.0,4
embed_dim8,1,4,-153.88480829571373,,,,2.9082592272758485,348.0612244897959,361.58,0.98,4
embed_dim8,1,8,-377.5201288531721,,,,17.99371197938919,563.4166666666666,968.73,0.12,4
embed_dim8,1,16,-138.35855152411386,,,,5.351848723888398,442.6969696969697,640.34,0.66,4
embed_dim8,1,32,-25.754310328140853,,,,2.9585166549682618,157.1,157.1,1.0,4
embed_dim8,1,50,-12.550092737758533,,,,2.9969013714790345,91.27,91.27,1.0,4
embed_dim8,1,100,-2.7816329522896557,,,,3.0179203471752127,28.18,28.18,1.0,4
embed_dim8,2,4,-172.2478809403721,,,,3.6094585847854614,346.6875,373.78,0.96,4
embed_dim8,2,8,-87.56030031111091,,,,2.3148327684402465,432.05405405405406,585.96,0.74,4
embed_dim8,2,16,-84.92191280849278,,,,2.712302892208099,503.1111111111111,883.36,0.27,4
embed_dim8,2,32,-66.10748262375942,,,,3.244883606433868,67.4375,717.9,0.32,4
embed_dim8,2,50,-46.115296146180484,,,,3.3401093435287477,62.24074074074074,504.65,0.54,4
embed_dim8,2,100,-6.905350495669991,,,,3.0669738210812962,26.74736842105263,76.61,0.95,4
embed_dim8,3,4,-79.06718194893095,,,,2.583928918838501,162.56,162.56,1.0,4
embed_dim8,3,8,-177.86540375273674,,,,5.41985719203949,380.5243902439024,496.35,0.82,4
embed_dim8,3,16,-182.49157134057953,,,,6.991848871707917,452.32142857142856,703.86,0.56,4
embed_dim8,3,32,-18.51924418254406,,,,3.0446616530418398,112.85,112.85,1.0,4
embed_dim8,3,50,-5.66546595490654,,,,2.905185115337372,42.72,42.72,1.0,4
embed_dim8,3,100,-2.0595575198344886,,,,2.9239245867729187,19.48,19.48,1.0,4
embed_dim8,4,4,-97.18448624521494,,,,2.584965841770172,213.87,213.87,1.0,4
embed_dim8,4,8,-70.17753474408761,,,,2.403171594142914,242.55555555555554,250.37,0.99,4
embed_dim8,4,16,-55.363174009770155,,,,3.0025903463363646,271.7878787878788,279.31,0.99,4
embed_dim8,4,32,-22.77961586375255,,,,3.0096403837203978,159.1,159.1,1.0,4
embed_dim8,4,50,-7.609706334359944,,,,3.012613113480385,64.86,64.86,1.0,4
embed_dim8,4,100,-1.7784637259785085,,,,2.982425581325184,18.15,18.15,1.0,4
embed_dim8,5,4,-252.3085255227983,,,,6.636752338409424,401.2738095238095,500.91,0.84,4
embed_dim8,5,8,-111.73330770691857,,,,3.3833170628547666,313.5104166666667,341.93,0.96,4
embed_dim8,5,16,-56.05042935391888,,,,3.031238865852356,226.68686868686868,234.66,0.99,4
embed_dim8,5,32,-14.453292270274833,,,,2.996447172164917,80.64,80.64,1.0,4
embed_dim8,5,50,-5.587449788283557,,,,3.085130546092987,38.74,38.74,1.0,4
embed_dim8,5,100,-1.8220616330439225,,,,3.040017475887221,17.5,17.5,1.0,4
embed_dim128,1,4,-640.2706544921547,,,,29.510770263671876,,1024.0,0.0,16
embed_dim128,1,8,-507.9075318730622,,,,24.612513210773468,158.0,1015.34,0.01,16
embed_dim128,1,16,-404.9756398273632,,,,20.61095979452133,205.0,1015.81,0.01,16
embed_dim128,1,32,-272.27018607836214,,,,12.16228749036789,446.23809523809524,902.67,0.21,16
embed_dim128,1,50,-148.5688616720494,,,,6.060271410942078,367.6,630.16,0.6,16
embed_dim128,1,100,-15.904523190041072,,,,3.1254456663131713,91.1919191919192,100.52,0.99,16
embed_dim128,2,4,-330.3030494176596,,,,9.209994869232178,429.7361111111111,596.13,0.72,16
embed_dim128,2,8,-142.70005494533106,,,,3.8524951434135435,333.1595744680851,374.61,0.94,16
embed_dim128,2,16,-40.66888883449137,,,,2.9022058701515197,162.66,162.66,1.0,16
embed_dim128,2,32,-13.275423557125032,,,,2.959752388000488,78.18,78.18,1.0,16
embed_dim128,2,50,-6.9058983086049555,,,,3.009428563117981,50.63,50.63,1.0,16
embed_dim128,2,100,-3.084596052104607,,,,2.881179602146149,28.89,28.89,1.0,16
embed_dim128,3,4,-895.9347847506032,,,,45.9288796043396,,1024.0,0.0,16
embed_dim128,3,8,-785.0011378443241,,,,39.48914564132691,,1024.0,0.0,16
embed_dim128,3,16,-707.4818175089359,,,,37.08375017166138,,1024.0,0.0,16
embed_dim128,3,32,-644.1258210131153,,,,34.11416616439819,,1024.0,0.0,16
embed_dim128,3,50,-610.0099036388099,,,,32.75313423156738,,1024.0,0.0,16
embed_dim128,3,100,-532.3143037002906,,,,29.454140276908873,20.0,963.76,0.06,16
embed_dim128,4,4,-713.3851813032851,,,,33.563401865959165,,1024.0,0.0,16
embed_dim128,4,8,-444.71598386107013,,,,19.453839745521545,586.6,1002.13,0.05,16
embed_dim128,4,16,-243.31496483076364,,,,9.882032601833343,531.2075471698113,762.82,0.53,16
embed_dim128,4,32,-73.50048400469124,,,,3.5701773881912233,344.68367346938777,358.27,0.98,16
embed_dim128,4,50,-34.86499774254858,,,,3.1052982115745547,214.44,214.44,1.0,16
embed_dim128,4,100,-12.279470694363118,,,,3.0841339019813923,103.88,103.88,1.0,16
embed_dim128,5,4,-747.6940552056208,,,,37.27524899482727,,1024.0,0.0,16
embed_dim128,5,8,-612.2437879946456,,,,30.251709575653077,,1024.0,0.0,16
embed_dim128,5,16,-456.21098874244836,,,,21.00931979417801,196.75,990.91,0.04,16
embed_dim128,5,32,-237.22228816539982,,,,7.584776947498321,287.61538461538464,832.54,0.26,16
embed_dim128,5,50,-153.69053995610216,,,,6.242291250228882,148.92307692307693,682.72,0.39,16
embed_dim128,5,100,-20.90508943342604,,,,3.5808423590660095,36.68478260869565,115.67,0.92,16
embed_dim16,1,4,-530.0047832727805,,,,26.175704069137574,277.0,1016.53,0.01,16
embed_dim16,1,8,-260.2231059927121,,,,9.487394831180573,489.2280701754386,719.18,0.57,16
embed_dim16,1,16,-23.364687748113646,,,,2.934361290931702,102.58,102.58,1.0,16
embed_dim16,1,32,-7.824524921439588,,,,2.898289918899536,51.48,51.48,1.0,16
embed_dim16,1,50,-4.2630010041967035,,,,2.814766881465912,37.17,37.17,1.0,16
embed_dim16,1,100,-2.2854261643160134,,,,2.946796022280298,23.21,23.21,1.0,16
embed_dim16,2,4,-451.0687672454119,,,,21.336037473678587,,1024.0,0.0,16
embed_dim16,2,8,-280.60564440909775,,,,13.52425682067871,,1024.0,0.0,16
embed_dim16,2,16,-66.09086384136229,,,,3.338845636844635,320.28125,348.43,0.96,16
embed_dim16,2,32,-11.993994228551164,,,,2.929038634300232,78.45,78.45,1.0,16
embed_dim16,2,50,-6.0689800134580585,,,,2.951886410713196,48.2,48.2,1.0,16
embed_dim16,2,100,-2.1774996145255865,,,,2.9349309611320495,21.14,21.14,1.0,16
embed_dim16,3,4,-509.5191058864631,,,,23.020345430374146,564.3333333333334,982.63,0.09,16
embed_dim16,3,8,-339.57747239424845,,,,14.217651541233062,576.5428571428571,867.39,0.35,16
embed_dim16,3,16,-87.00685421779752,,,,3.185411505699158,279.9587628865979,302.28,0.97,16
embed_dim16,3,32,-12.990802348982543,,,,2.782081971168518,70.65,70.65,1.0,16
embed_dim16,3,50,-5.621268103737384,,,,2.9430521392822264,40.46,40.46,1.0,16
embed_dim16,3,100,-2.0294324276503177,,,,2.958068628700412,19.79,19.79,1.0,16
embed_dim16,4,4,-601.7540421974659,,,,29.340693187713622,,1024.0,0.0,16
embed_dim16,4,8,-379.1363867855072,,,,17.35411498069763,,1024.0,0.0,16
embed_dim16,4,16,-215.87068332888185,,,,10.39810929775238,,1024.0,0.0,16
embed_dim16,4,32,-120.7464408197254,,,,5.1791198492050174,647.5238095238095,944.94,0.21,16
embed_dim16,4,50,-77.23194877320901,,,,4.0421622109413144,433.48979591836735,734.65,0.49,16
embed_dim16,4,100,-38.57992712493986,,,,3.5001125836372378,145.768115942029,418.02,0.69,16
embed_dim16,5,4,-553.2809181366861,,,,26.23909146308899,,1024.0,0.0,16
embed_dim16,5,8,-400.0181311052479,,,,18.311041231155397,639.4285714285714,997.08,0.07,16
embed_dim16,5,16,-143.60613895161077,,,,4.7450837230682374,414.1309523809524,511.71,0.84,16
embed_dim16,5,32,-22.219741404093803,,,,2.994604048728943,118.95,118.95,1.0,16
embed_dim16,5,50,-8.812220469117165,,,,2.8631974506378173,60.73,60.73,1.0,16
embed_dim16,5,100,-3.2861941913701593,,,,2.9157670521736145,31.0,31.0,1.0,16
embed_dim32,1,4,-610.3445216666908,,,,31.558005876541138,,1024.0,0.0,16
embed_dim32,1,8,-454.5352948850393,,,,21.050795288085936,866.0,1022.42,0.01,16
embed_dim32,1,16,-192.37571195811964,,,,6.917021582126617,396.8333333333333,572.44,0.72,16
embed_dim32,1,32,-51.99319326820783,,,,3.0904952853617043,191.40404040404042,199.73,0.99,16
embed_dim32,1,50,-15.096542543368415,,,,2.8881596684455872,79.29,79.29,1.0,16
embed_dim32,1,100,-3.133661297513172,,,,2.890024366378784,27.12,27.12,1.0,16
embed_dim32,2,4,-353.654348970782,,,,9.870139572620392,463.1029411764706,642.59,0.68,16
embed_dim32,2,8,-123.05271803967655,,,,3.1690154004096986,296.45360824742266,318.28,0.97,16
embed_dim32,2,16,-28.28089437579736,,,,2.699601309299469,129.8,129.8,1.0,16
embed_dim32,2,32,-13.557140872292221,,,,2.7502403688430785,95.98,95.98,1.0,16
embed_dim32,2,50,-10.70014592844993,,,,2.60755092382431,94.38,94.38,1.0,16
embed_dim32,2,100,-6.44433899179101,,,,2.6864589087817135,74.13,74.13,1.0,16
embed_dim32,3,4,-557.9610257729888,,,,26.34806125640869,,1024.0,0.0,16
embed_dim32,3,8,-356.214632435739,,,,17.218338904380797,625.0,1012.03,0.03,16
embed_dim32,3,16,-99.08840419352055,,,,4.105470771789551,377.1573033707865,448.31,0.89,16
embed_dim32,3,32,-27.810511372555048,,,,3.1453179717063904,182.91,182.91,1.0,16
embed_dim32,3,50,-16.043544010911138,,,,3.0746658849716186,125.25,125.25,1.0,16
embed_dim32,3,100,-6.303797219358384,,,,3.117852544784546,60.78,60.78,1.0,16
embed_dim32,4,4,-350.55058625187723,,,,10.142940225601196,714.0,1020.9,0.01,16
embed_dim32,4,8,-275.0437423912622,,,,12.154386870861053,731.8125,977.25,0.16,16
embed_dim32,4,16,-53.23246238557622,,,,3.0461636352539063,292.52,292.52,1.0,16
embed_dim32,4,32,-22.765139843448996,,,,3.0878161072731016,167.31,167.31,1.0,16
embed_dim32,4,50,-13.851203710101545,,,,3.0009634351730345,118.73,118.73,1.0,16
embed_dim32,4,100,-5.586879921164364,,,,2.9702947404649525,59.47,59.47,1.0,16
embed_dim32,5,4,-550.9219350270927,,,,25.12370044708252,,1024.0,0.0,16
embed_dim32,5,8,-401.530141819492,,,,18.8619504737854,,1024.0,0.0,16
embed_dim32,5,16,-271.9671215252206,,,,12.47365728855133,,1024.0,0.0,16
embed_dim32,5,32,-189.0682952265814,,,,8.65139038324356,103.0,1014.79,0.01,16
embed_dim32,5,50,-134.3490189812891,,,,6.268063957691193,548.9230769230769,900.48,0.26,16
embed_dim32,5,100,-26.156495345588773,,,,3.026451473236084,223.66666666666666,231.67,0.99,16
embed_dim4,1,4,-590.9508278387785,,,,27.72588698387146,,1024.0,0.0,16
embed_dim4,1,8,-273.9003518505581,,,,10.466709859371186,511.82978723404256,783.28,0.47,16
embed_dim4,1,16,-27.742067227996884,,,,3.1943623280525206,145.31,145.31,1.0,16
embed_dim4,1,32,-9.199623044934123,,,,3.0879991674423217,67.24,67.24,1.0,16
embed_dim4,1,50,-4.680877752006054,,,,2.987572283744812,40.67,40.67,1.0,16
embed_dim4,1,100,-2.227857648381032,,,,2.9234806418418886,22.9,22.9,1.0,16
embed_dim4,2,4,-594.7007055456191,,,,28.716386575698852,,1024.0,0.0,16
embed_dim4,2,8,-437.8159902174957,,,,20.666555447578432,567.4,1001.17,0.05,16
embed_dim4,2,16,-155.39019368084146,,,,4.89711546421051,384.1111111111111,505.69,0.81,16
embed_dim4,2,32,-23.080299637941643,,,,3.042035391330719,111.77,111.77,1.0,16
embed_dim4,2,50,-7.8578072130214425,,,,2.952667009830475,52.55,52.55,1.0,16
embed_dim4,2,100,-2.437211039215326,,,,2.8556476640701294,24.01,24.01,1.0,16
embed_dim4,3,4,-520.6514010225982,,,,20.908302364349364,,1024.0,0.0,16
embed_dim4,3,8,-370.99576024107637,,,,16.91705647468567,,1024.0,0.0,16
embed_dim4,3,16,-285.417037441656,,,,13.395895023345947,,1024.0,0.0,16
embed_dim4,3,32,-186.969157010857,,,,7.713065412044525,735.75,1012.47,0.04,16
embed_dim4,3,50,-148.9657009677589,,,,5.989381439685822,684.8571428571429,976.52,0.14,16
embed_dim4,3,100,-58.25890444761142,,,,3.9388394355773926,346.4864864864865,522.64,0.74,16
embed_dim4,4,4,-594.210761588309,,,,26.42417230129242,677.1666666666666,961.57,0.18,16
embed_dim4,4,8,-232.26970263056458,,,,6.194951961040497,435.5853658536585,541.5,0.82,16
embed_dim4,4,16,-42.504066293239596,,,,2.989890420436859,161.71,161.71,1.0,16
embed_dim4,4,32,-12.054657346140594,,,,2.97661288022995,75.66,75.66,1.0,16
embed_dim4,4,50,-6.744479262083769,,,,2.9055843639373777,54.26,54.26,1.0,16
embed_dim4,4,100,-2.64765774410218,,,,2.8871013266699657,27.76,27.76,1.0,16
embed_dim4,5,4,-578.8167259389162,,,,25.569588193893434,,1024.0,0.0,16
embed_dim4,5,8,-358.41833973927424,,,,15.752270183563233,349.42857142857144,976.78,0.07,16
