figure,config,environment,size,variant,iteration,iqm,ci_low,ci_high,reps
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,173,0.6221892875461145,0.5719652925786475,0.6553655762927068,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,183,0.6354442845661605,0.5859368218200477,0.6991762573634737,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,193,0.6806225097915902,0.6110516767677474,0.7076464119225022,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,203,0.6770451390752478,0.6055469819843863,0.7483371451086224,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,213,0.6832531292183143,0.6417319462473908,0.7258114573103782,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,223,0.7110267536948954,0.6760216553532593,0.773154682291345,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,233,0.7233403551292139,0.6909006389512583,0.7416104354496958,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,243,0.7298307933390568,0.6790031169271371,0.7887716753541462,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,253,0.7717302501112084,0.7151812450477767,0.8788528077911733,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,263,0.7644143531536232,0.7235856180649112,0.8173973411575378,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,273,0.789641944579666,0.6821416464917465,0.8528465655985471,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,283,0.794561882494213,0.7315486897899074,0.8537479893454804,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,293,0.80267509898296,0.7151858169901226,0.9026707714218181,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,303,0.8167693141200939,0.7666629976829342,0.9121748598567683,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,313,0.8480531561884197,0.7570966927325617,0.9183308359914687,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,323,0.821478588905482,0.7488209328078451,0.9165701837155021,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,333,0.8142931555884068,0.759234957510953,0.9348451788740059,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,343,0.8497496624804385,0.7757729683593123,0.9254610059554395,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,353,0.8691686501412613,0.8039319150482385,0.9160819873575887,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,363,0.8721190306713705,0.8063790254176645,0.9511479279105491,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,373,0.8739463679921234,0.8427840089632711,0.9274090648695535,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,383,0.8770236063153568,0.796528051742805,0.9329378974674544,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,393,0.9002001482060424,0.8790731645266628,0.9353196757332474,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,403,0.8943837177109497,0.8635614676503157,0.9394701122086911,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,413,0.894013891117484,0.8761535439158004,0.939730201300281,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,423,0.9312519832500796,0.9232171075377064,0.95164236714688,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,433,0.9113943177211788,0.8765429344764848,0.9436695746016106,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,443,0.9226246083022414,0.9089707354379106,0.968077743332365,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,453,0.9353766835000684,0.9170807662625444,0.9721759235953541,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,463,0.9217866746832409,0.899322204648728,0.9768725928825602,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,473,0.901696738154809,0.8589339544338781,0.9576789747654418,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,483,0.8957097116181507,0.8405482475143561,0.9596764482121314,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,493,0.9056040316606788,0.8303758064219146,0.9465763856097222,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,503,0.9295982872110619,0.8924525836919764,0.9512124712180582,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,513,0.9376420183403358,0.9066713080589938,0.9611167869416791,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,523,0.9505957978374396,0.9123670093408212,0.9552401374345463,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,533,0.9253922417654433,0.9048828023128433,0.9551182380217519,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,543,0.9449386859261262,0.926889370550272,0.9496997869436767,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,553,0.9503567151880921,0.9342301709866705,0.9687590443837143,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,563,0.9256229561274617,0.8836423310503067,0.9621274229613972,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,573,0.9354280797519389,0.8979902236741695,0.9759893834273653,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,583,0.9485700545472454,0.9293654338331604,0.9734695574034875,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,593,0.9449347834467666,0.905889666480126,0.9591462797906471,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,603,0.9465903871831562,0.8726825960431331,0.9579008527603191,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,613,0.9203544620369338,0.8714393542923906,0.9692814622743646,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,623,0.9320655876044541,0.8926068323182615,0.9638663985837507,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,633,0.9596066498923191,0.9307269827562826,0.9840520799531917,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,643,0.94629649293215,0.879031072721745,0.9792556008103462,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,653,0.9356414370614089,0.8925452526090946,0.9770192052765702,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,663,0.9312589010342718,0.8890153756652631,0.9648923840154424,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,673,0.9372918238850144,0.8679457807479002,0.9790788489749795,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,683,0.9467348115761863,0.8698710909831712,0.9768626734005065,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,693,0.9329511184089471,0.8565183741382726,0.9802168135890276,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,703,0.9473349334369553,0.8831277099541923,0.9749431951131206,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,713,0.9292194691309827,0.8875620368353666,0.966969888224337,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,723,0.9434964612703607,0.9024682098833522,0.9726013700445716,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,733,0.9200922148797009,0.899409479762436,0.9700966423160118,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,743,0.9060681654506034,0.868849327182351,0.9482289522701248,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,753,0.9178772149475453,0.8671002816528753,0.9720949738863437,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,763,0.9115646851656272,0.8126042093296242,0.9450014058994852,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,773,0.9052086947174814,0.7949408801863127,0.9536060027774224,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,783,0.9108293998164725,0.8462077025461218,0.9704015745421101,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,793,0.9040167594125993,0.8147833276785482,0.960653031425556,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,803,0.9192708082880019,0.8699909520716699,0.963537448080356,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,813,0.9153608777511003,0.8549807047432504,0.965108166087192,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,823,0.9114420836331153,0.8240450160845558,0.9708219918547473,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,833,0.9312310176287512,0.8663193394723306,0.9711468229156265,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,843,0.9322037663976727,0.8478977536909712,0.9678740279227352,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,853,0.9364135537603896,0.7789893080284163,0.9726387647230083,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,863,0.9284764223654173,0.7898639014949768,0.978107077186595,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,873,0.9375769470823417,0.8446266650122767,0.9615864778186692,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,883,0.94594388732152,0.8194910784831544,0.9675416640425621,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,893,0.9490086616590726,0.7597353674862761,0.9798868690283459,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,903,0.9396483798606572,0.8063171354695527,0.9775341855967259,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,913,0.9432157521745124,0.7509158838752987,0.9724844235693185,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,923,0.9281718221494181,0.782496298046576,0.9693068501613551,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,933,0.9302599125819585,0.8095701105480964,0.9639366085824795,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,943,0.9198360418744418,0.8098424676849808,0.9679846444349547,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,953,0.909153200568373,0.7902639246790786,0.9674660664315958,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,963,0.9186396053834643,0.8343642274118738,0.9581889613271426,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,973,0.9215792745057921,0.7914455377355575,0.9494923541094966,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,983,0.917678564052621,0.784362635668375,0.9450316024901214,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,993,0.9249148656710816,0.823984864495059,0.9622696348608993,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_4agents_ppo,pursuit_evasion,4,embed_dim8,1000,0.9062437389222585,0.7832412742806673,0.956983663976476,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,3,0.3840428070251716,0.30304930063939833,0.4613292030514093,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,13,0.4654065707169648,0.4316592896898505,0.5201488819869641,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,23,0.4950905975875098,0.4429419685008325,0.5516182449437604,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,33,0.5580208075146627,0.5205364220713549,0.5923199290231861,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,43,0.6271845713126206,0.5671060084163981,0.6498236429484011,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,53,0.6678139778096779,0.6285033065836095,0.7020749198823412,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,63,0.6863332500509477,0.668023548597798,0.7032965706278648,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,73,0.7118369023008122,0.6933225150664897,0.7322009458295445,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,83,0.7283401658057288,0.6949673829774801,0.7923609293083028,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,93,0.7273541012178782,0.5225232461687707,0.8058134404232878,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,103,0.741156862200862,0.6569845102208207,0.8407647987111903,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,113,0.7748718520210268,0.7219933276547978,0.8406528959988091,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,123,0.804361191129285,0.7212402670680894,0.9049056923437658,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,133,0.8445059872667976,0.7410075360316734,0.9331526664530045,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,143,0.8487860428197864,0.764684509190167,0.9400714907513925,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,153,0.8898114768870502,0.7761280683232918,0.9566959089837419,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,163,0.8772408320787092,0.7789686343116254,0.9529731289811519,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,173,0.8578174117429818,0.7733715734755223,0.9440204246301551,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,183,0.8703095145318073,0.797903987162122,0.9274566685508777,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,193,0.8718245278999003,0.8024802354496398,0.9169081088119194,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,203,0.912683447071664,0.7931364626370055,0.9458883127737135,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,213,0.9015694363783225,0.7712722118143288,0.9633062539286105,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,223,0.865268232963345,0.7847257831525253,0.9273824985270789,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,233,0.8836844440983044,0.7674252431928852,0.9505073199060972,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,243,0.8910113631310849,0.7740655807693807,0.9609400665758189,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,253,0.8900065109319183,0.7644565497994661,0.9604105463580659,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,263,0.887927599893449,0.6586269042776512,0.9678304116257124,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,273,0.9017218391898677,0.7908994788728607,0.9656108756585501,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,283,0.8915422613540064,0.7606218763472,0.9698594187841393,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,293,0.9074947018497892,0.787970621941578,0.9465401833200747,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,303,0.8832437546253172,0.7135603578323164,0.9644734485319292,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,313,0.8988922502168532,0.7819767839688577,0.9546159348719986,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,323,0.8849462507979595,0.7402911329475055,0.9648466442522796,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,333,0.9310117152562939,0.7886632013541758,0.9756700782590441,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,343,0.9207381281122927,0.774282094309498,0.9737796325841349,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,353,0.9148079847590349,0.7993035103017947,0.9697960356052444,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,363,0.922859375402627,0.7782549273864844,0.9759561831977214,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,373,0.9241101623360272,0.7803000295597783,0.9673510653314139,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,383,0.9257853805614751,0.8124362140627587,0.9874163453693358,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,393,0.897967246790811,0.7788738070355778,0.9602329133691577,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,403,0.9032721919066429,0.793760982559581,0.9698449126790579,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,413,0.8748955257080634,0.7800794746311831,0.9585886696218323,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,423,0.9027958609783596,0.7663542809463756,0.9798492800790483,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,433,0.8830411337143502,0.7302709804769337,0.9552378313121386,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,443,0.8637776617303622,0.6901521113570395,0.9626667555031115,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,453,0.8416853204141145,0.7110391470356062,0.9616187932601395,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,463,0.8222346420816296,0.707323429487634,0.9635814987045274,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,473,0.8184248354237704,0.6960114463350938,0.961776109579256,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,483,0.8093828015670882,0.7129034868514812,0.9643073825212564,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,493,0.8044813127090991,0.7143907691124588,0.9516758176291956,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,503,0.8526121475594582,0.5814978544961849,0.9801475319836586,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,513,0.8367152063287174,0.45929259976418085,0.9579138418228695,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,523,0.7735070853922763,0.539797519953367,0.9263555497941544,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,533,0.70843747897745,0.49887268738856544,0.8342122373563742,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,543,0.7813824490571207,0.6056382706008058,0.8768203224725187,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,553,0.7565016038423314,0.4997026027578508,0.9066843421836356,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,563,0.7711082477246731,0.5462542565102969,0.9263668274910564,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,573,0.7172499232077407,0.45925480223668186,0.8445919422986057,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,583,0.7821863547569782,0.5168958093676485,0.9210466103158742,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,593,0.7997354344078821,0.616211329476123,0.96570832214194,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,603,0.7930379359799674,0.5530006962096796,0.9430674321663507,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,613,0.736011547654812,0.569656210047803,0.9187188475043085,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,623,0.6386899140983712,0.41810047124748567,0.9285125197665632,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,633,0.756156518287395,0.4300937390153474,0.9346605489649823,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,643,0.6401644109794393,0.4549267316825038,0.9064682618530023,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,653,0.6725578895678415,0.4598613525158493,0.856394381288665,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,663,0.693437939743475,0.5155718641825994,0.9358252184130177,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,673,0.6477655017396442,0.5195489666530552,0.9419242208380966,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,683,0.6982020669942152,0.4112320374772945,0.9517470349883528,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,693,0.7921028276576996,0.47984695905948427,0.9504258429635785,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,703,0.7046435158164516,0.5181030501976965,0.9122070705423825,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,713,0.7140989626239574,0.5399747026324163,0.9543740643267419,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,723,0.7730393759027416,0.5539291439361276,0.9188731185317544,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,733,0.6683722195312289,0.5603131241002064,0.8507605745980872,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,743,0.6352505386003384,0.49601915931645374,0.8792911143472815,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,753,0.6649902214893572,0.5054636162833598,0.8974314607108799,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,763,0.7277461700514168,0.49927377096946324,0.9388072158977021,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,773,0.6854130390048246,0.5403767324340296,0.8784758268163717,2000
fig_6_1_embedding,embedding_scaling_pursuit_evasion_16agents_ppo,pursuit_evasion,16,embed_dim128,783,0.6881008530489695,0.5114836206789398,0.9114057669494929,2000
