config,metric,point,ci_low,ci_high
phi_layers1_phi_hidden_width128,Median,0.23041309172889587,0.048430115577457085,0.5443890523867032
phi_layers1_phi_hidden_width128,IQM,0.09363574344240154,0.03354299272421926,0.6169290112054137
phi_layers1_phi_hidden_width128,Mean,0.23041309172889587,0.048430115577457085,0.5443890523867032
phi_layers1_phi_hidden_width128,Optimality Gap,0.7695869082711041,0.4556109476132968,0.9515698844225429
phi_layers1_phi_hidden_width32,Median,0.5500764521702775,0.3575085201426746,0.7221017437935849
phi_layers1_phi_hidden_width32,IQM,0.5583397063851768,0.2944014598251779,0.781984309534893
phi_layers1_phi_hidden_width32,Mean,0.5500764521702775,0.3575085201426746,0.7221017437935849
phi_layers1_phi_hidden_width32,Optimality Gap,0.44992354782972255,0.27789825620641506,0.6424914798573254
phi_layers1_phi_hidden_width64,Median,0.7167190684019071,0.4286420469480482,0.9513353625665542
phi_layers1_phi_hidden_width64,IQM,0.8070363199119086,0.3283547939861677,0.998553156835976
phi_layers1_phi_hidden_width64,Mean,0.7167190684019071,0.4286420469480482,0.9513353625665542
phi_layers1_phi_hidden_width64,Optimality Gap,0.28328093159809287,0.048664637433445845,0.5713579530519518
phi_layers2_phi_hidden_width128,Median,0.21375613719234302,0.049618799929735904,0.464570252814908
phi_layers2_phi_hidden_width128,IQM,0.11197036765301564,0.028100024457622663,0.5283288162309149
phi_layers2_phi_hidden_width128,Mean,0.21375613719234302,0.049618799929735904,0.464570252814908
phi_layers2_phi_hidden_width128,Optimality Gap,0.786243862807657,0.535429747185092,0.950381200070264
phi_layers2_phi_hidden_width32,Median,0.41994642650371555,0.09968305517620071,0.7402097978312303
phi_layers2_phi_hidden_width32,IQM,0.3859715142037777,0.06811841958971286,0.8829351763799628
phi_layers2_phi_hidden_width32,Mean,0.41994642650371555,0.09968305517620071,0.7402097978312303
phi_layers2_phi_hidden_width32,Optimality Gap,0.5800535734962844,0.2597902021687697,0.9003169448237993
phi_layers2_phi_hidden_width64,Median,0.4125834954815296,0.08717414846271512,0.7496016987378418
phi_layers2_phi_hidden_width64,IQM,0.36451218319903456,0.06142160414621717,0.9020535288606556
phi_layers2_phi_hidden_width64,Mean,0.4125834954815296,0.08717414846271512,0.7496016987378418
phi_layers2_phi_hidden_width64,Optimality Gap,0.5874165045184704,0.25039830126215823,0.9128258515372849
phi_layers4_phi_hidden_width128,Median,0.10277060431645291,0.051161608780651256,0.1414512895905989
phi_layers4_phi_hidden_width128,IQM,0.1211423939597766,0.03547174287257682,0.1500814982304651
phi_layers4_phi_hidden_width128,Mean,0.10277060431645291,0.051161608780651256,0.1414512895905989
phi_layers4_phi_hidden_width128,Optimality Gap,0.8972293956835471,0.8585487104094011,0.9488383912193488
phi_layers4_phi_hidden_width32,Median,0.20995784273586277,0.035571975420840014,0.4799165544474232
phi_layers4_phi_hidden_width32,IQM,0.10496649651287886,0.01321188761065298,0.545965262744814
phi_layers4_phi_hidden_width32,Mean,0.20995784273586277,0.035571975420840014,0.4799165544474232
phi_layers4_phi_hidden_width32,Optimality Gap,0.7900421572641372,0.5200834455525768,0.96442802457916
phi_layers4_phi_hidden_width64,Median,0.263711250381541,0.12469195817901135,0.5078796762526898
phi_layers4_phi_hidden_width64,IQM,0.16039513917235274,0.10650359615811207,0.5543508284664823
phi_layers4_phi_hidden_width64,Mean,0.263711250381541,0.12469195817901135,0.5078796762526898
phi_layers4_phi_hidden_width64,Optimality Gap,0.736288749618459,0.4921203237473102,0.8753080418209886
