config,metric,point,ci_low,ci_high
phi_layers1_phi_hidden_width128,Median,0.6308755420662296,0.3641854066255564,0.8798794660689093
phi_layers1_phi_hidden_width128,IQM,0.6706538399607737,0.25279030968791477,0.9142144162181758
phi_layers1_phi_hidden_width128,Mean,0.6308755420662296,0.3641854066255564,0.8798794660689093
phi_layers1_phi_hidden_width128,Optimality Gap,0.36912445793377036,0.12012053393109068,0.6358145933744437
phi_layers1_phi_hidden_width32,Median,0.7919806124119868,0.4956152728660058,0.9870729933899586
phi_layers1_phi_hidden_width32,IQM,0.9096102976829146,0.41566806510627957,0.9971313103991691
phi_layers1_phi_hidden_width32,Mean,0.7919806124119868,0.4956152728660058,0.9870729933899586
phi_layers1_phi_hidden_width32,Optimality Gap,0.2080193875880132,0.012927006610041425,0.5043847271339942
phi_layers1_phi_hidden_width64,Median,0.7334948931935849,0.3951734763197333,0.9705381647237491
phi_layers1_phi_hidden_width64,IQM,0.8570791667028517,0.29321013857976574,0.9819207250932521
phi_layers1_phi_hidden_width64,Mean,0.7334948931935849,0.3951734763197333,0.9705381647237491
phi_layers1_phi_hidden_width64,Optimality Gap,0.26650510680641515,0.029461835276250903,0.6048265236802667
phi_layers2_phi_hidden_width128,Median,0.4835278335237069,0.2642174388950473,0.7122417803123468
phi_layers2_phi_hidden_width128,IQM,0.44065483446562315,0.20640887973945257,0.8084650017328924
phi_layers2_phi_hidden_width128,Mean,0.4835278335237069,0.2642174388950473,0.7122417803123468
phi_layers2_phi_hidden_width128,Optimality Gap,0.5164721664762931,0.28775821968765325,0.7357825611049527
phi_layers2_phi_hidden_width32,Median,0.583447095424939,0.38063181700868015,0.7862623738411979
phi_layers2_phi_hidden_width32,IQM,0.5937559605323438,0.310301480865093,0.8438929451318433
phi_layers2_phi_hidden_width32,Mean,0.583447095424939,0.38063181700868015,0.7862623738411979
phi_layers2_phi_hidden_width32,Optimality Gap,0.416552904575061,0.2137376261588021,0.6193681829913198
phi_layers2_phi_hidden_width64,Median,0.3014520799254354,0.15500821496981504,0.41969446304821273
phi_layers2_phi_hidden_width64,IQM,0.3139392986941692,0.11271128341990962,0.4581387727947496
phi_layers2_phi_hidden_width64,Mean,0.3014520799254354,0.15500821496981504,0.41969446304821273
phi_layers2_phi_hidden_width64,Optimality Gap,0.6985479200745646,0.5803055369517873,0.8449917850301849
phi_layers4_phi_hidden_width128,Median,0.35886679420165873,0.21530361937859016,0.5024299690247274
phi_layers4_phi_hidden_width128,IQM,0.3823097032612861,0.15384673881685015,0.5501339809990309
phi_layers4_phi_hidden_width128,Mean,0.35886679420165873,0.21530361937859016,0.5024299690247274
phi_layers4_phi_hidden_width128,Optimality Gap,0.6411332057983412,0.49757003097527264,0.7846963806214098
phi_layers4_phi_hidden_width32,Median,0.2639475041924113,0.15160228239264278,0.42271204155372183
phi_layers4_phi_hidden_width32,IQM,0.2056308671861621,0.1299291327216489,0.46580695713424997
phi_layers4_phi_hidden_width32,Mean,0.2639475041924113,0.15160228239264278,0.42271204155372183
phi_layers4_phi_hidden_width32,Optimality Gap,0.7360524958075887,0.5772879584462782,0.8483977176073572
phi_layers4_phi_hidden_width64,Median,0.23923419581549968,0.09288949207050687,0.4250742755051954
phi_layers4_phi_hidden_width64,IQM,0.2075331904748006,0.05271737035728913,0.4645492862670044
phi_layers4_phi_hidden_width64,Mean,0.23923419581549968,0.09288949207050687,0.4250742755051954
phi_layers4_phi_hidden_width64,Optimality Gap,0.7607658041845003,0.5749257244948046,0.9071105079294931
