config,metric,point,ci_low,ci_high
embed_dim128,Median,0.5426399034113929,0.23583360576788764,0.8300022970620731
embed_dim128,IQM,0.5862227954522604,0.11351960806965607,0.900120945808661
embed_dim128,Mean,0.5426399034113929,0.23583360576788764,0.8300022970620731
embed_dim128,Optimality Gap,0.4573600965886071,0.16999770293792693,0.7641663942321124
embed_dim16,Median,0.9698098215885453,0.952478082354465,0.987782262541429
embed_dim16,IQM,0.9694838349998817,0.9472818505580426,0.9927536556397265
embed_dim16,Mean,0.9698098215885453,0.952478082354465,0.987782262541429
embed_dim16,Optimality Gap,0.03019017841145466,0.01221773745857102,0.04752191764553504
embed_dim32,Median,0.8927292484011422,0.7680642609182327,0.9700639068972448
embed_dim32,IQM,0.9387993230627861,0.7436105416175485,0.9803264549759377
embed_dim32,Mean,0.8927292484011422,0.7680642609182327,0.9700639068972448
embed_dim32,Optimality Gap,0.1072707515988578,0.029936093102758656,0.23193573908176734
embed_dim4,Median,0.3722380096869859,0.1501926926299108,0.5954505794359533
embed_dim4,IQM,0.3730311901416196,0.08224012663441059,0.6628120130888212
embed_dim4,Mean,0.3722380096869859,0.1501926926299108,0.5954505794359533
embed_dim4,Optimality Gap,0.627761990313014,0.40454942056404675,0.8498073073700891
embed_dim64,Median,0.8735146458379124,0.7059725306763235,0.9691200697296161
embed_dim64,IQM,0.9482667633531978,0.6695992674845189,0.9759648447536565
embed_dim64,Mean,0.8735146458379124,0.7059725306763235,0.9691200697296161
embed_dim64,Optimality Gap,0.12648535416208762,0.030879930270383937,0.2940274693236765
embed_dim8,Median,0.8250645773532108,0.6570947558781403,0.9474430804965781
embed_dim8,IQM,0.8837307392048959,0.6037810367464452,0.9518774760407854
embed_dim8,Mean,0.8250645773532108,0.6570947558781403,0.9474430804965781
embed_dim8,Optimality Gap,0.17493542264678918,0.052556919503421895,0.34290524412185974
