config,metric,point,ci_low,ci_high
phi_layers1_phi_hidden_width128,Median,0.7580686298555724,0.570454334340957,0.9456829253701876
phi_layers1_phi_hidden_width128,IQM,0.772421257470388,0.4957873449152572,0.9757306382263592
phi_layers1_phi_hidden_width128,Mean,0.7580686298555724,0.570454334340957,0.9456829253701876
phi_layers1_phi_hidden_width128,Optimality Gap,0.24193137014442756,0.05431707462981239,0.42954566565904295
phi_layers1_phi_hidden_width32,Median,0.8528992270671362,0.5922169093060915,0.9918165127842725
phi_layers1_phi_hidden_width32,IQM,0.9774886771805948,0.5430181475788537,0.9944449061404028
phi_layers1_phi_hidden_width32,Mean,0.8528992270671362,0.5922169093060915,0.9918165127842725
phi_layers1_phi_hidden_width32,Optimality Gap,0.14710077293286383,0.00818348721572748,0.4077830906939085
phi_layers1_phi_hidden_width64,Median,0.8516820099345909,0.6791925864713971,0.972731983336168
phi_layers1_phi_hidden_width64,IQM,0.9113560607191862,0.6317855108915166,0.9920881773890132
phi_layers1_phi_hidden_width64,Mean,0.8516820099345909,0.6791925864713971,0.972731983336168
phi_layers1_phi_hidden_width64,Optimality Gap,0.14831799006540913,0.02726801666383205,0.32080741352860287
phi_layers2_phi_hidden_width128,Median,0.3295123864144898,0.17616324853178383,0.4501167025540874
phi_layers2_phi_hidden_width128,IQM,0.36518075486486296,0.13256092615898082,0.4822635974254997
phi_layers2_phi_hidden_width128,Mean,0.3295123864144898,0.17616324853178383,0.4501167025540874
phi_layers2_phi_hidden_width128,Optimality Gap,0.6704876135855102,0.5498832974459126,0.8238367514682161
phi_layers2_phi_hidden_width32,Median,0.8155693941239288,0.5442177160128863,0.965921266235854
phi_layers2_phi_hidden_width32,IQM,0.9403304501121993,0.48807765326046165,0.9711612002222921
phi_layers2_phi_hidden_width32,Mean,0.8155693941239288,0.5442177160128863,0.965921266235854
phi_layers2_phi_hidden_width32,Optimality Gap,0.18443060587607119,0.03407873376414605,0.45578228398711373
phi_layers2_phi_hidden_width64,Median,0.5641469828065777,0.3087631557753567,0.7836974083913935
phi_layers2_phi_hidden_width64,IQM,0.6200986359046127,0.19445892418591115,0.8277350850120012
phi_layers2_phi_hidden_width64,Mean,0.5641469828065777,0.3087631557753567,0.7836974083913935
phi_layers2_phi_hidden_width64,Optimality Gap,0.4358530171934223,0.21630259160860654,0.6912368442246433
phi_layers4_phi_hidden_width128,Median,0.43979683883324283,0.36084268712253564,0.5477115859539626
phi_layers4_phi_hidden_width128,IQM,0.4090468949984909,0.3471947656218098,0.5719077134703957
phi_layers4_phi_hidden_width128,Mean,0.43979683883324283,0.36084268712253564,0.5477115859539626
phi_layers4_phi_hidden_width128,Optimality Gap,0.5602031611667572,0.45228841404603737,0.6391573128774644
phi_layers4_phi_hidden_width32,Median,0.405480532602691,0.17127884030706084,0.6231528495523069
phi_layers4_phi_hidden_width32,IQM,0.41788511273607415,0.09895595172873191,0.7023403319865246
phi_layers4_phi_hidden_width32,Mean,0.405480532602691,0.17127884030706084,0.6231528495523069
phi_layers4_phi_hidden_width32,Optimality Gap,0.594519467397309,0.3768471504476931,0.8287211596929391
phi_layers4_phi_hidden_width64,Median,0.19143894815251375,0.03537456310834612,0.34750333319668136
phi_layers4_phi_hidden_width64,IQM,0.17561406348897357,0.015540902866905253,0.41822723676613327
phi_layers4_phi_hidden_width64,Mean,0.19143894815251375,0.03537456310834612,0.34750333319668136
phi_layers4_phi_hidden_width64,Optimality Gap,0.8085610518474863,0.6524966668033186,0.9646254368916539
