variant,train_size,test_size,delta_iqm,ci_low,ci_high
phi2_w64,4,8,-0.038334829782318246,-0.12213251102625138,0.09625602887092681
phi2_w64,4,16,-0.12727525067153592,-0.3194437289196517,0.0012780096381663404
phi2_w64,4,32,-0.17426670367159838,-0.39104045988669833,-0.02960602965288106
phi2_w64,4,50,-0.18456866611848977,-0.3987581743808148,-0.041054149260798534
phi2_w64,4,100,-0.18974814405478468,-0.4031887394961123,-0.07093661906042643
phi2_w64,16,4,0.20870166540253798,0.18145979952254152,0.2499609686938469
phi2_w64,16,8,0.11963363671277483,0.08531404175199848,0.13960602209681838
phi2_w64,16,16,0.0,0.0,0.0
phi2_w64,16,32,-0.16118873252502922,-0.2058648765171535,-0.10209405937897649
phi2_w64,16,50,-0.22249567461627087,-0.28708352819395994,-0.213560721515438
phi2_w64,16,100,-0.26188919908233366,-0.3168647501186876,-0.24378299779408544
phi2_w64,50,4,0.5136324186468256,0.14980561575528556,0.592241068617903
phi2_w64,50,8,0.38429665989698253,0.1213072639566208,0.44756328253663424
phi2_w64,50,16,0.2143021827443358,0.0666578689571007,0.2845203030000474
phi2_w64,50,32,0.08507224210731208,0.023493151273610662,0.1500751808824512
phi2_w64,50,50,0.0,0.0,0.0
phi2_w64,50,100,-0.1902287170809789,-0.19725093843371197,-0.06188648998842261
phi2_w64,100,4,0.63613331953662,0.6258965635171242,0.6567424700446152
phi2_w64,100,8,0.5208582765672853,0.4962695638652596,0.5326091637947938
phi2_w64,100,16,0.34980070561650023,0.33980065778375174,0.36687746855712167
phi2_w64,100,32,0.21198420172206026,0.19570786269246598,0.23187574796719004
phi2_w64,100,50,0.12239231684188885,0.11702108746968409,0.15990630793769275
phi2_w64,100,100,0.0,0.0,0.0
phi4_w128,4,4,0.0,0.0,0.0
phi4_w128,4,8,0.09594772777564153,0.06188911630952265,0.1661206778698726
phi4_w128,4,16,-0.1382427723989487,-0.17703167463679567,0.1665800045469166
phi4_w128,4,32,-0.21029753408385535,-0.2567052113300697,0.1909750613932514
phi4_w128,4,50,-0.222026571682861,-0.27810726804857416,0.15758177169554713
phi4_w128,4,100,-0.2263525033700254,-0.28707993972266743,-0.04330517433459924
phi4_w128,16,4,0.25311201223883045,0.21685468020942053,0.28081657680242067
phi4_w128,16,8,0.11898117324897177,0.10459405869580951,0.17126677574665952
phi4_w128,16,16,0.0,0.0,0.0
phi4_w128,16,32,-0.09939838378524328,-0.12198330422938541,-0.07514740431743594
