config,variant,run,train_size,test_size,seed,episode,ep_reward,ep_length,converged,mean_pairwise_distance,max_pairwise_distance,distance_to_com,min_distance_to_evader,capture_time
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,0,-7.09751226939261,33,True,1.5447055101394653,2.8461081981658936,0.9892369210720062,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,1,-9.062558623030782,38,True,1.9283615350723267,3.029083490371704,1.156711332499981,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,2,-6.554504490457475,35,True,1.7981189489364624,3.1358726024627686,1.1227245330810547,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,3,-4.733397608622909,25,True,1.3447562456130981,2.143105983734131,0.793156735599041,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,4,-8.111697928979993,35,True,1.5070096254348755,2.817781448364258,0.9944068491458893,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,5,-2.961594834923744,21,True,2.2749736309051514,4.227344512939453,1.2854205593466759,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,6,-3.120356833562255,24,True,1.911633849143982,3.5668528079986572,1.0714372247457504,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,7,-3.0318475496023893,23,True,1.9659074544906616,3.1657698154449463,1.2217362821102142,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,8,-6.9574967958033085,37,True,1.3779281377792358,2.202880382537842,0.871614933013916,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,9,-3.7034237515181303,21,True,1.9499530792236328,3.4167559146881104,1.1854419112205505,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,10,-9.118339608423412,37,True,1.4053974151611328,2.5497119426727295,0.8067552782595158,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,11,-8.060947453603148,37,True,1.917135238647461,3.334243059158325,36.97433948516846,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,12,-4.289279377087951,22,True,1.6685423851013184,2.9400250911712646,0.9580228514969349,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,13,-3.724895127117634,21,True,1.656657338142395,2.7381973266601562,1.006371095776558,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,14,-3.5629778895527124,20,True,1.8929738998413086,2.725466251373291,1.1428338587284088,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,15,-4.07209543325007,26,True,1.806815505027771,3.225599765777588,1.053302526473999,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,16,-7.211087627336383,31,True,1.5640264749526978,2.732969045639038,0.9147517681121826,,
embedding_scaling_rendezvous_4agents_ppo,embed_dim4,1,4,4,0,17,-6.455641567707062,30,True,2.7242352962493896,4.981802463531494,1.5957369431853294,,
