config,variant,run,train_size,test_size,seed,episode,ep_reward,ep_length,converged,mean_pairwise_distance,max_pairwise_distance,distance_to_com,min_distance_to_evader,capture_time
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,0,-199.23227647319436,384,True,,,,2.146817684173584,384.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,1,-678.4640464782715,1024,False,,,,22.88185691833496,
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,2,-97.18776730820537,211,True,,,,2.2071986198425293,211.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,3,-176.07629767805338,379,True,,,,2.2031075954437256,379.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,4,-224.42552298679948,429,True,,,,2.3257527351379395,429.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,5,-128.50158869102597,276,True,,,,2.19695782661438,276.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,6,-143.85929052904248,301,True,,,,2.1438169479370117,301.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,7,-576.9503689706326,1024,False,,,,24.94795799255371,
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,8,-81.01812835782766,215,True,,,,2.149740695953369,215.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,9,-114.04404401779175,248,True,,,,2.1089835166931152,248.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,10,-116.51632569730282,262,True,,,,3.4204156398773193,262.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,11,-340.8694546408951,675,True,,,,2.0976386070251465,675.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,12,-590.8314822167158,1024,False,,,,30.7487850189209,
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,13,-554.2280720323324,1024,False,,,,20.012794494628906,
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,14,-233.31905140727758,483,True,,,,2.0087811946868896,483.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,15,-98.04502948746085,220,True,,,,2.856386423110962,220.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,16,-613.9262482225895,1024,False,,,,29.600975036621094,
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,17,-102.10852136462927,208,True,,,,2.7762651443481445,208.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,18,-506.23811823502183,919,True,,,,2.1949901580810547,919.0
embedding_scaling_pursuit_evasion_4agents_ppo,embed_dim4,1,4,4,0,19,-621.1953568346798,950,True,,,,2.5267484188079834,950.0
