config,metric,point,ci_low,ci_high
phi_layers1_phi_hidden_width128,Median,0.9630066613536256,0.9540055488927163,0.9718515346242558
phi_layers1_phi_hidden_width128,IQM,0.9620984059358642,0.9507885665330774,0.9752360063893057
phi_layers1_phi_hidden_width128,Mean,0.9630066613536256,0.9540055488927163,0.9718515346242558
phi_layers1_phi_hidden_width128,Optimality Gap,0.03699333864637444,0.028148465375744225,0.04599445110728373
phi_layers1_phi_hidden_width32,Median,0.9658679633983354,0.9413222001602295,0.9867413545823333
phi_layers1_phi_hidden_width32,IQM,0.9698349150351512,0.9330995643980761,0.9921790867475299
phi_layers1_phi_hidden_width32,Mean,0.9658679633983354,0.9413222001602295,0.9867413545823333
phi_layers1_phi_hidden_width32,Optimality Gap,0.03413203660166464,0.013258645417666748,0.058677799839770506
phi_layers1_phi_hidden_width64,Median,0.9626064229830579,0.94753872765009,0.9794987822360657
phi_layers1_phi_hidden_width64,IQM,0.960767314911076,0.9429644595107042,0.9853467583597256
phi_layers1_phi_hidden_width64,Mean,0.9626064229830579,0.94753872765009,0.9794987822360657
phi_layers1_phi_hidden_width64,Optimality Gap,0.037393577016942126,0.02050121776393432,0.05246127234991005
phi_layers2_phi_hidden_width128,Median,0.9015724040835226,0.8008778883157925,0.9685682583807488
phi_layers2_phi_hidden_width128,IQM,0.9415610484164008,0.774177071628103,0.9755870440126421
phi_layers2_phi_hidden_width128,Mean,0.9015724040835226,0.8008778883157925,0.9685682583807488
phi_layers2_phi_hidden_width128,Optimality Gap,0.09842759591647743,0.03143174161925122,0.19912211168420746
phi_layers2_phi_hidden_width32,Median,0.7570277062810478,0.37708502424443147,0.9576148810863702
phi_layers2_phi_hidden_width32,IQM,0.9391962566673359,0.3094824291076821,0.9640257855685245
phi_layers2_phi_hidden_width32,Mean,0.7570277062810478,0.37708502424443147,0.9576148810863702
phi_layers2_phi_hidden_width32,Optimality Gap,0.24297229371895224,0.04238511891362984,0.6229149757555685
phi_layers2_phi_hidden_width64,Median,0.9682399827313104,0.9490309389002783,0.987130647176562
phi_layers2_phi_hidden_width64,IQM,0.969046191567548,0.9406776877131605,0.9939142835503811
phi_layers2_phi_hidden_width64,Mean,0.9682399827313104,0.9490309389002783,0.987130647176562
phi_layers2_phi_hidden_width64,Optimality Gap,0.0317600172686896,0.01286935282343804,0.05096906109972166
phi_layers4_phi_hidden_width128,Median,0.9185170246616929,0.8981665832143019,0.9331143089830377
phi_layers4_phi_hidden_width128,IQM,0.925121123264581,0.8932134508446042,0.935927930972316
phi_layers4_phi_hidden_width128,Mean,0.9185170246616929,0.8981665832143019,0.9331143089830377
phi_layers4_phi_hidden_width128,Optimality Gap,0.08148297533830706,0.06688569101696229,0.10183341678569813
phi_layers4_phi_hidden_width32,Median,0.9553345438964727,0.9481491319364699,0.9629914809738785
phi_layers4_phi_hidden_width32,IQM,0.9538383522425917,0.9461118675917176,0.9660792836445711
phi_layers4_phi_hidden_width32,Mean,0.9553345438964727,0.9481491319364699,0.9629914809738785
phi_layers4_phi_hidden_width32,Optimality Gap,0.044665456103527346,0.037008519026121456,0.05185086806353012
phi_layers4_phi_hidden_width64,Median,0.9242792368389428,0.884626639856992,0.9615909678898618
phi_layers4_phi_hidden_width64,IQM,0.9254328575726946,0.8701716386107332,0.9736288449594115
phi_layers4_phi_hidden_width64,Mean,0.9242792368389428,0.884626639856992,0.9615909678898618
phi_layers4_phi_hidden_width64,Optimality Gap,0.07572076316105725,0.03840903211013824,0.11537336014300803
