config,variant,run,train_size,test_size,seed,episode,ep_reward,ep_length,converged,mean_pairwise_distance,max_pairwise_distance,distance_to_com,min_distance_to_evader,capture_time
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,0,-8.121518422849476,130,True,1.4498618841171265,2.0328009128570557,1.0057670921087265,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,1,-42.92713103070855,247,True,1.4629875421524048,2.0641751289367676,1.0000565648078918,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,2,-34.11310161370784,185,True,1.367488980293274,2.0795767307281494,0.993999794125557,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,3,-10.839214423671365,87,True,1.254164695739746,2.0129404067993164,0.7699061706662178,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,4,-53.67278218455613,230,True,1.2135521173477173,2.0138449668884277,0.744631327688694,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,5,-11.967726205475628,99,True,1.3983978033065796,2.0033719539642334,0.9748605489730835,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,6,-22.967307933606207,170,True,1.347938895225525,2.0368893146514893,0.9920324683189392,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,7,-20.333757609128952,130,True,1.448507308959961,2.005784034729004,0.9726576507091522,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,8,-24.85602941736579,173,True,1.3219887018203735,2.0863521099090576,0.8893163502216339,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,9,-11.231815941631794,84,True,1.2365692853927612,2.005849599838257,0.7783622294664383,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,10,-9.467684358358383,79,True,1.3823798894882202,2.0021514892578125,37.00901794433594,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,11,-37.703587368130684,190,True,1.5500186681747437,2.0845394134521484,0.983434870839119,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,12,-9.131501036696136,102,True,1.4317585229873657,2.067478656768799,0.9934536814689636,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,13,-22.060570999979973,162,True,1.2531338930130005,2.0014445781707764,0.7560612112283707,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,14,-50.05303662829101,197,True,1.2330043315887451,2.0248053073883057,0.7633511647582054,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,15,-53.27827878296375,198,True,1.6897507905960083,2.39328932762146,1.0403767973184586,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,16,-120.66808274947107,401,True,1.182573914527893,2.0322837829589844,0.7246359884738922,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,17,-8.6555295586586,105,True,1.3094172477722168,2.0260794162750244,0.908902108669281,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,18,-18.427918080240488,139,True,1.1841825246810913,2.022451639175415,0.7534421533346176,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,19,-32.01144730113447,126,True,1.3516923189163208,2.613126277923584,0.9084266200661659,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,20,-41.01893928088248,257,True,1.3716429471969604,2.0262651443481445,0.9654031097888947,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,21,-62.759716933593154,233,True,1.1997709274291992,2.0358526706695557,0.7807740122079849,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,22,-18.888867624104023,140,True,1.3631706237792969,2.069852590560913,0.9724865108728409,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,23,-21.447859439998865,85,True,1.1647270917892456,2.0373966693878174,0.6775795146822929,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,24,-18.140689234249294,147,True,1.387137532234192,2.0277693271636963,0.9925503432750702,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,25,-22.820605891756713,176,True,1.243852138519287,2.048022985458374,36.993958473205566,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,26,-23.002974065952003,118,True,1.2153773307800293,2.052079200744629,0.787618950009346,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,27,-29.773657597601414,199,True,1.35995614528656,2.0469346046447754,0.9954833388328552,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,28,-19.92241113912314,89,True,1.2125229835510254,2.0591366291046143,0.75015439838171,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,29,-36.86666524969041,184,True,1.4411659240722656,2.0281739234924316,0.9828746914863586,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,30,-5.757718509063125,104,True,1.4031585454940796,2.0006392002105713,49.24085998535156,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,31,-24.41839967854321,112,True,1.2134119272232056,2.057648181915283,0.7869344651699066,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,32,-11.213470329530537,116,True,1.337191104888916,2.014666795730591,0.9226939380168915,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,33,-32.221807421185076,148,True,1.3872374296188354,2.1281673908233643,0.9785186648368835,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,34,-6.737927780486643,104,True,1.3972290754318237,2.1214988231658936,1.0068113058805466,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,35,-43.026470807380974,154,True,1.137305736541748,2.1087021827697754,0.7064439542591572,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,36,-6.499775326810777,103,True,1.3339437246322632,2.0251312255859375,0.8228754624724388,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,37,-18.304244060069323,125,True,1.5146461725234985,2.1292386054992676,0.9791623651981354,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,38,-34.686673840507865,128,True,1.2379403114318848,2.2054061889648438,0.7622215896844864,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,39,-57.071683059446514,245,True,1.364030361175537,2.007021903991699,0.9552408307790756,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,40,-14.094948019832373,84,True,1.192679524421692,2.0083961486816406,0.7185184210538864,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,41,-45.565825522877276,220,True,1.4220147132873535,2.050163745880127,0.9804963320493698,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,42,-11.666221684776247,102,True,1.3805075883865356,2.041715383529663,0.964314341545105,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,43,-43.06416386645287,188,True,1.1396708488464355,2.0335006713867188,0.7640145346522331,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,44,-45.65371821820736,204,True,1.3285447359085083,2.095193862915039,0.9035330712795258,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,45,-67.0866471240297,244,True,1.4040788412094116,2.0237691402435303,0.9621644169092178,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,46,-13.528716792352498,86,True,1.3477190732955933,2.023496627807617,0.9228097945451736,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,47,-11.201902733184397,127,True,1.3512096405029297,2.0392162799835205,0.9979377835988998,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,48,-12.932676587253809,132,True,1.2316664457321167,2.0095410346984863,0.7680425196886063,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,49,-33.32438616268337,122,True,1.2816237211227417,2.0949347019195557,0.7881693840026855,,
architecture_scalability_rendezvous_100agents,phi1_w32,1,100,4,0,50,-39.36207486875355,215,True,1.3899136781692505,2.0165460109710693,0.9712892025709152,,
