variant,train_size,test_size,delta_iqm,ci_low,ci_high
embed_dim128,4,4,0.0,0.0,0.0
embed_dim128,4,8,0.005787930028774091,0.0014038422333633171,0.04673633650520437
embed_dim128,4,16,0.0015662261750904645,-0.0018515666410188203,0.02411086665562423
embed_dim128,4,32,0.024413788307203903,-0.0011274624751479816,0.08150295653614219
embed_dim128,4,50,0.04559719370191573,-0.0004762894726195732,0.13878270228901293
embed_dim128,4,100,0.11156225869251746,0.006577034736000427,0.23894650274153728
embed_dim128,16,4,0.0004694770676291575,-0.001353974248665642,0.002579009548495992
embed_dim128,16,8,0.00024820065626263155,-0.002351227889671459,0.0025800050827438823
embed_dim128,16,16,0.0,0.0,0.0
embed_dim128,16,32,0.0011840868572485785,-0.00038728783704522485,0.0036912588499281216
embed_dim128,16,50,0.0020101535848596384,-0.0005084149879977332,0.004163631599770586
embed_dim128,16,100,0.002313667956004628,-0.0010836244530690136,0.006044927997390315
embed_dim128,50,4,-0.13580894957055709,-0.18198485303870401,-0.0765782657943515
embed_dim128,50,8,-0.07648333351661574,-0.1254344494284941,-0.01747153737880396
embed_dim128,50,16,-0.03611771589079338,-0.07404873904632181,-0.0015403400431074864
embed_dim128,50,32,-0.009422771433232854,-0.022162694844753972,0.005378456724678917
embed_dim128,50,50,0.0,0.0,0.0
embed_dim128,50,100,0.012236189249832977,-0.011333354147867276,0.053080535804864236
embed_dim128,100,4,-0.17352536787004882,-0.29164479977086194,-0.09382214952869437
embed_dim128,100,8,-0.12170686810540743,-0.20965595960786623,-0.03656462723336909
embed_dim128,100,16,-0.08898602001890225,-0.159084662983597,-0.014288174847581455
embed_dim128,100,32,-0.056320791938397154,-0.11161564661304206,0.001363473434156534
embed_dim128,100,50,-0.034757048996637674,-0.07038732512088892,0.0013654259069422702
embed_dim128,100,100,0.0,0.0,0.0
embed_dim16,4,4,0.0,0.0,0.0
embed_dim16,4,8,-0.0027984229542926675,-0.00380960983627913,0.011210597867266489
embed_dim16,4,16,0.005539310795105131,-0.003729642865848722,0.012516457750645879
embed_dim16,4,32,0.017924779135033025,0.0012504310324411942,0.07205808704000449
