variant,run,test_size,ep_reward,mean_pairwise_distance,max_pairwise_distance,distance_to_com,min_distance_to_evader,capture_time,ep_length,converged
embed_dim128,1,4,-640.2706544921547,,,,29.510770263671876,,1024.0,0.0
embed_dim128,1,8,-507.9075318730622,,,,24.612513210773468,158.0,1015.34,0.01
embed_dim128,1,16,-404.9756398273632,,,,20.61095979452133,205.0,1015.81,0.01
embed_dim128,1,32,-272.27018607836214,,,,12.16228749036789,446.23809523809524,902.67,0.21
embed_dim128,1,50,-148.5688616720494,,,,6.060271410942078,367.6,630.16,0.6
embed_dim128,1,100,-15.904523190041072,,,,3.1254456663131713,91.1919191919192,100.52,0.99
embed_dim128,2,4,-330.3030494176596,,,,9.209994869232178,429.7361111111111,596.13,0.72
embed_dim128,2,8,-142.70005494533106,,,,3.8524951434135435,333.1595744680851,374.61,0.94
embed_dim128,2,16,-40.66888883449137,,,,2.9022058701515197,162.66,162.66,1.0
embed_dim128,2,32,-13.275423557125032,,,,2.959752388000488,78.18,78.18,1.0
embed_dim128,2,50,-6.9058983086049555,,,,3.009428563117981,50.63,50.63,1.0
embed_dim128,2,100,-3.084596052104607,,,,2.881179602146149,28.89,28.89,1.0
embed_dim128,3,4,-895.9347847506032,,,,45.9288796043396,,1024.0,0.0
embed_dim128,3,8,-785.0011378443241,,,,39.48914564132691,,1024.0,0.0
embed_dim128,3,16,-707.4818175089359,,,,37.08375017166138,,1024.0,0.0
embed_dim128,3,32,-644.1258210131153,,,,34.11416616439819,,1024.0,0.0
embed_dim128,3,50,-610.0099036388099,,,,32.75313423156738,,1024.0,0.0
embed_dim128,3,100,-532.3143037002906,,,,29.454140276908873,20.0,963.76,0.06
embed_dim128,4,4,-713.3851813032851,,,,33.563401865959165,,1024.0,0.0
embed_dim128,4,8,-444.71598386107013,,,,19.453839745521545,586.6,1002.13,0.05
embed_dim128,4,16,-243.31496483076364,,,,9.882032601833343,531.2075471698113,762.82,0.53
embed_dim128,4,32,-73.50048400469124,,,,3.5701773881912233,344.68367346938777,358.27,0.98
embed_dim128,4,50,-34.86499774254858,,,,3.1052982115745547,214.44,214.44,1.0
embed_dim128,4,100,-12.279470694363118,,,,3.0841339019813923,103.88,103.88,1.0
embed_dim128,5,4,-747.6940552056208,,,,37.27524899482727,,1024.0,0.0
embed_dim128,5,8,-612.2437879946456,,,,30.251709575653077,,1024.0,0.0
embed_dim128,5,16,-456.21098874244836,,,,21.00931979417801,196.75,990.91,0.04
embed_dim128,5,32,-237.22228816539982,,,,7.584776947498321,287.61538461538464,832.54,0.26
embed_dim128,5,50,-153.69053995610216,,,,6.242291250228882,148.92307692307693,682.72,0.39
embed_dim128,5,100,-20.90508943342604,,,,3.5808423590660095,36.68478260869565,115.67,0.92
embed_dim16,1,4,-530.0047832727805,,,,26.175704069137574,277.0,1016.53,0.01
embed_dim16,1,8,-260.2231059927121,,,,9.487394831180573,489.2280701754386,719.18,0.57
embed_dim16,1,16,-23.364687748113646,,,,2.934361290931702,102.58,102.58,1.0
embed_dim16,1,32,-7.824524921439588,,,,2.898289918899536,51.48,51.48,1.0
embed_dim16,1,50,-4.2630010041967035,,,,2.814766881465912,37.17,37.17,1.0
embed_dim16,1,100,-2.2854261643160134,,,,2.946796022280298,23.21,23.21,1.0
embed_dim16,2,4,-451.0687672454119,,,,21.336037473678587,,1024.0,0.0
embed_dim16,2,8,-280.60564440909775,,,,13.52425682067871,,1024.0,0.0
embed_dim16,2,16,-66.09086384136229,,,,3.338845636844635,320.28125,348.43,0.96
embed_dim16,2,32,-11.993994228551164,,,,2.929038634300232,78.45,78.45,1.0
embed_dim16,2,50,-6.0689800134580585,,,,2.951886410713196,48.2,48.2,1.0
embed_dim16,2,100,-2.1774996145255865,,,,2.9349309611320495,21.14,21.14,1.0
embed_dim16,3,4,-509.5191058864631,,,,23.020345430374146,564.3333333333334,982.63,0.09
embed_dim16,3,8,-339.57747239424845,,,,14.217651541233062,576.5428571428571,867.39,0.35
embed_dim16,3,16,-87.00685421779752,,,,3.185411505699158,279.9587628865979,302.28,0.97
embed_dim16,3,32,-12.990802348982543,,,,2.782081971168518,70.65,70.65,1.0
embed_dim16,3,50,-5.621268103737384,,,,2.9430521392822264,40.46,40.46,1.0
embed_dim16,3,100,-2.0294324276503177,,,,2.958068628700412,19.79,19.79,1.0
embed_dim16,4,4,-601.7540421974659,,,,29.340693187713622,,1024.0,0.0
embed_dim16,4,8,-379.1363867855072,,,,17.35411498069763,,1024.0,0.0
embed_dim16,4,16,-215.87068332888185,,,,10.39810929775238,,1024.0,0.0
