config,metric,point,ci_low,ci_high
embed_dim128,Median,0.5548613409167421,0.274558580623749,0.7575419733850186
embed_dim128,IQM,0.6266741467899092,0.2144161124896146,0.8092383647655638
embed_dim128,Mean,0.5548613409167421,0.274558580623749,0.7575419733850186
embed_dim128,Optimality Gap,0.4451386590832579,0.2424580266149814,0.7254414193762511
embed_dim16,Median,0.551896806161419,0.19241103366954077,0.9113825786532972
embed_dim16,IQM,0.6014997005541446,0.02941630288451116,0.9462468066797897
embed_dim16,Mean,0.551896806161419,0.19241103366954077,0.9113825786532972
embed_dim16,Optimality Gap,0.448103193838581,0.08861742134670281,0.8075889663304592
embed_dim32,Median,0.37936139517272793,0.11072705225595836,0.6479957380894974
embed_dim32,IQM,0.385462663159802,0.02419475394070211,0.7187249875967292
embed_dim32,Mean,0.37936139517272793,0.11072705225595836,0.6479957380894974
embed_dim32,Optimality Gap,0.6206386048272721,0.3520042619105026,0.8892729477440416
embed_dim4,Median,0.3008382278020988,0.10358940242297557,0.6287475364795638
embed_dim4,IQM,0.1673094685305736,0.08126384053985142,0.7054148570987165
embed_dim4,Mean,0.3008382278020988,0.10358940242297557,0.6287475364795638
embed_dim4,Optimality Gap,0.6991617721979012,0.37125246352043617,0.8964105975770245
embed_dim64,Median,0.5504194425754719,0.2731043116553509,0.827734573495593
embed_dim64,IQM,0.5529396812440139,0.16581880081512032,0.9302512959668828
embed_dim64,Mean,0.5504194425754719,0.2731043116553509,0.827734573495593
embed_dim64,Optimality Gap,0.44958055742452807,0.17226542650440702,0.7268956883446491
embed_dim8,Median,0.452466975180801,0.17904680007881235,0.7258871502827897
embed_dim8,IQM,0.442452560067,0.08236644866323216,0.8049790532161306
embed_dim8,Mean,0.452466975180801,0.17904680007881235,0.7258871502827897
embed_dim8,Optimality Gap,0.547533024819199,0.2741128497172103,0.8209531999211876
