config_x,config_y,p_improvement,ci_low,ci_high
embed_dim128,embed_dim64,0.68,0.28,1.0
embed_dim16,embed_dim64,0.24,0.0,0.6
embed_dim32,embed_dim64,0.4,0.0,0.8
embed_dim4,embed_dim64,0.0,0.0,0.0
embed_dim8,embed_dim64,0.04,0.0,0.24
